ID, saison, Date, journee, id1, id2, score1, score2, Spectateur, JourDeLaSemaine,FTR, FTHG, FTAG, BbMxH, BbMxD, BbMxA, BbAvH, BbAvD, BbAvA, HTHG, HTAG, HTR, HS, AS, HST, AST,HC, AC
41575,1994,19940521,38,3,37,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
41570,1994,19940521,38,5,39,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
41572,1994,19940521,38,11,38,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
41577,1994,19940521,38,19,40,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
41569,1994,19940521,38,21,25,2,3,,Samedi,A,2,3,,,,,,,,,,,,,,,
41573,1994,19940521,38,24,29,3,2,,Samedi,H,3,2,,,,,,,,,,,,,,,
41576,1994,19940521,38,26,22,2,2,,Samedi,D,2,2,,,,,,,,,,,,,,,
41574,1994,19940521,38,27,10,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
41571,1994,19940521,38,28,31,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
41568,1994,19940521,38,33,7,4,1,,Samedi,H,4,1,,,,,,,,,,,,,,,
42050,1995,19940728,1,7,32,1,0,,Jeudi,H,1,0,,,,,,,,,,,,,,,
42049,1995,19940729,1,11,6,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42048,1995,19940729,1,19,33,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42044,1995,19940729,1,21,22,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42043,1995,19940729,1,28,27,0,1,,Vendredi,A,0,1,,,,,,,,,,,,,,,
42042,1995,19940729,1,29,26,0,1,,Vendredi,A,0,1,,,,,,,,,,,,,,,
42047,1995,19940729,1,31,24,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42041,1995,19940729,1,37,10,2,0,,Vendredi,H,2,0,,,,,,,,,,,,,,,
42045,1995,19940729,1,38,35,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42046,1995,19940729,1,39,5,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42051,1995,19940801,2,5,31,1,2,,Lundi,A,1,2,,,,,,,,,,,,,,,
42058,1995,19940802,2,10,11,0,1,,Mardi,A,0,1,,,,,,,,,,,,,,,
42055,1995,19940802,2,22,39,1,0,,Mardi,H,1,0,,,,,,,,,,,,,,,
42053,1995,19940802,2,24,28,3,1,,Mardi,H,3,1,,,,,,,,,,,,,,,
42054,1995,19940802,2,26,38,1,1,,Mardi,D,1,1,,,,,,,,,,,,,,,
42056,1995,19940802,2,27,6,1,2,,Mardi,A,1,2,,,,,,,,,,,,,,,
42052,1995,19940802,2,29,7,0,1,,Mardi,A,0,1,,,,,,,,,,,,,,,
42059,1995,19940802,2,32,37,1,0,,Mardi,H,1,0,,,,,,,,,,,,,,,
42057,1995,19940802,2,33,21,1,0,,Mardi,H,1,0,,,,,,,,,,,,,,,
42060,1995,19940802,2,35,19,0,0,,Mardi,D,0,0,,,,,,,,,,,,,,,
42062,1995,19940805,3,7,26,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42063,1995,19940805,3,11,27,1,0,,Vendredi,H,1,0,,,,,,,,,,,,,,,
42068,1995,19940805,3,19,32,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42066,1995,19940805,3,21,35,5,0,,Vendredi,H,5,0,,,,,,,,,,,,,,,
42069,1995,19940805,3,28,5,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42061,1995,19940805,3,31,10,2,1,,Vendredi,H,2,1,,,,,,,,,,,,,,,
42064,1995,19940805,3,37,22,3,0,,Vendredi,H,3,0,,,,,,,,,,,,,,,
42065,1995,19940805,3,38,29,4,0,,Vendredi,H,4,0,,,,,,,,,,,,,,,
42067,1995,19940805,3,39,33,2,0,,Vendredi,H,2,0,,,,,,,,,,,,,,,
42071,1995,19940812,4,10,28,0,1,,Vendredi,A,0,1,,,,,,,,,,,,,,,
42080,1995,19940813,4,5,6,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42073,1995,19940813,4,22,31,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42072,1995,19940813,4,24,27,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42075,1995,19940813,4,26,19,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42076,1995,19940813,4,29,21,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42078,1995,19940813,4,32,11,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42077,1995,19940813,4,33,37,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42079,1995,19940813,4,35,7,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42074,1995,19940813,4,38,39,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42081,1995,19940819,5,31,33,1,0,,Vendredi,H,1,0,,,,,,,,,,,,,,,
42087,1995,19940820,5,6,10,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42084,1995,19940820,5,7,38,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42083,1995,19940820,5,11,24,5,1,,Samedi,H,5,1,,,,,,,,,,,,,,,
42090,1995,19940820,5,19,29,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42082,1995,19940820,5,21,26,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42089,1995,19940820,5,27,5,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42088,1995,19940820,5,28,22,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42085,1995,19940820,5,37,35,1,3,,Samedi,A,1,3,,,,,,,,,,,,,,,
42086,1995,19940820,5,39,32,3,2,,Samedi,H,3,2,,,,,,,,,,,,,,,
42100,1995,19940826,6,35,39,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42096,1995,19940827,6,5,24,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42092,1995,19940827,6,7,11,0,2,,Samedi,A,0,2,,,,,,,,,,,,,,,
42099,1995,19940827,6,10,27,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42098,1995,19940827,6,22,6,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42095,1995,19940827,6,26,37,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42091,1995,19940827,6,29,31,2,2,,Samedi,D,2,2,,,,,,,,,,,,,,,
42094,1995,19940827,6,32,21,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42097,1995,19940827,6,33,28,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42093,1995,19940827,6,38,19,4,1,,Samedi,H,4,1,,,,,,,,,,,,,,,
42101,1995,19940830,7,11,5,3,1,,Mardi,H,3,1,,,,,,,,,,,,,,,
42107,1995,19940831,7,6,33,1,2,,Mercredi,A,1,2,,,,,,,,,,,,,,,
42108,1995,19940831,7,19,7,1,1,,Mercredi,D,1,1,,,,,,,,,,,,,,,
42104,1995,19940831,7,21,38,0,0,,Mercredi,D,0,0,,,,,,,,,,,,,,,
42103,1995,19940831,7,24,10,1,0,,Mercredi,H,1,0,,,,,,,,,,,,,,,
42110,1995,19940831,7,27,22,1,1,,Mercredi,D,1,1,,,,,,,,,,,,,,,
42106,1995,19940831,7,28,32,0,2,,Mercredi,A,0,2,,,,,,,,,,,,,,,
42102,1995,19940831,7,31,35,2,0,,Mercredi,H,2,0,,,,,,,,,,,,,,,
42109,1995,19940831,7,37,29,2,0,,Mercredi,H,2,0,,,,,,,,,,,,,,,
42105,1995,19940831,7,39,26,5,0,,Mercredi,H,5,0,,,,,,,,,,,,,,,
42111,1995,19940909,8,35,11,3,1,,Vendredi,H,3,1,,,,,,,,,,,,,,,
42115,1995,19940910,8,7,21,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42119,1995,19940910,8,10,5,1,5,,Samedi,A,1,5,,,,,,,,,,,,,,,
42120,1995,19940910,8,19,28,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42113,1995,19940910,8,22,24,1,4,,Samedi,A,1,4,,,,,,,,,,,,,,,
42112,1995,19940910,8,26,31,3,3,,Samedi,D,3,3,,,,,,,,,,,,,,,
42117,1995,19940910,8,29,39,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42118,1995,19940910,8,32,6,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42116,1995,19940910,8,33,27,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42114,1995,19940910,8,38,37,4,0,,Samedi,H,4,0,,,,,,,,,,,,,,,
42128,1995,19940917,9,6,29,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42123,1995,19940917,9,11,26,0,1,,Samedi,A,0,1,,,,,,,,,,,,,,,
42122,1995,19940917,9,21,19,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42127,1995,19940917,9,27,32,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42126,1995,19940917,9,28,35,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42121,1995,19940917,9,31,38,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42125,1995,19940917,9,37,7,1,4,,Samedi,A,1,4,,,,,,,,,,,,,,,
42124,1995,19940917,9,39,10,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42130,1995,19940918,9,5,22,2,0,,Dimanche,H,2,0,,,,,,,,,,,,,,,
42129,1995,19940918,9,24,33,2,0,,Dimanche,H,2,0,,,,,,,,,,,,,,,
42140,1995,19940922,10,29,28,2,2,,Jeudi,D,2,2,,,,,,,,,,,,,,,
42135,1995,19940923,10,7,39,2,0,,Vendredi,H,2,0,,,,,,,,,,,,,,,
42138,1995,19940923,10,19,37,2,0,,Vendredi,H,2,0,,,,,,,,,,,,,,,
42133,1995,19940923,10,21,11,0,2,,Vendredi,A,0,2,,,,,,,,,,,,,,,
42139,1995,19940923,10,22,10,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42134,1995,19940923,10,26,6,5,2,,Vendredi,H,5,2,,,,,,,,,,,,,,,
42131,1995,19940923,10,32,31,1,3,,Vendredi,A,1,3,,,,,,,,,,,,,,,
42136,1995,19940923,10,33,5,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42137,1995,19940923,10,35,27,1,2,,Vendredi,A,1,2,,,,,,,,,,,,,,,
42132,1995,19940923,10,38,24,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42148,1995,19941001,11,6,35,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42145,1995,19941001,11,10,33,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42143,1995,19941001,11,11,22,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42142,1995,19941001,11,24,32,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42149,1995,19941001,11,27,29,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42146,1995,19941001,11,28,26,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42141,1995,19941001,11,31,7,3,3,,Samedi,D,3,3,,,,,,,,,,,,,,,
42147,1995,19941001,11,37,21,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42144,1995,19941001,11,39,19,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42150,1995,19941002,11,5,38,3,0,,Dimanche,H,3,0,,,,,,,,,,,,,,,
42151,1995,19941010,12,21,39,1,0,,Lundi,H,1,0,,,,,,,,,,,,,,,
42158,1995,19941011,12,7,28,0,3,,Mardi,A,0,3,,,,,,,,,,,,,,,
42152,1995,19941011,12,19,31,0,0,,Mardi,D,0,0,,,,,,,,,,,,,,,
42156,1995,19941011,12,26,27,1,1,,Mardi,D,1,1,,,,,,,,,,,,,,,
42153,1995,19941011,12,29,24,2,2,,Mardi,D,2,2,,,,,,,,,,,,,,,
42160,1995,19941011,12,32,10,0,1,,Mardi,A,0,1,,,,,,,,,,,,,,,
42154,1995,19941011,12,33,22,3,0,,Mardi,H,3,0,,,,,,,,,,,,,,,
42157,1995,19941011,12,35,5,2,2,,Mardi,D,2,2,,,,,,,,,,,,,,,
42155,1995,19941011,12,37,11,2,1,,Mardi,H,2,1,,,,,,,,,,,,,,,
42159,1995,19941011,12,38,6,1,2,,Mardi,A,1,2,,,,,,,,,,,,,,,
42164,1995,19941014,13,5,26,3,0,,Vendredi,H,3,0,,,,,,,,,,,,,,,
42166,1995,19941014,13,6,7,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42169,1995,19941014,13,10,29,1,0,,Vendredi,H,1,0,,,,,,,,,,,,,,,
42163,1995,19941014,13,11,33,3,2,,Vendredi,H,3,2,,,,,,,,,,,,,,,
42168,1995,19941014,13,22,32,1,0,,Vendredi,H,1,0,,,,,,,,,,,,,,,
42162,1995,19941014,13,24,35,3,0,,Vendredi,H,3,0,,,,,,,,,,,,,,,
42167,1995,19941014,13,27,19,2,1,,Vendredi,H,2,1,,,,,,,,,,,,,,,
42161,1995,19941014,13,31,21,3,0,,Vendredi,H,3,0,,,,,,,,,,,,,,,
42165,1995,19941014,13,39,37,3,2,,Vendredi,H,3,2,,,,,,,,,,,,,,,
42170,1995,19941016,13,28,38,0,0,,Dimanche,D,0,0,,,,,,,,,,,,,,,
42176,1995,19941022,14,7,27,4,2,,Samedi,H,4,2,,,,,,,,,,,,,,,
42179,1995,19941022,14,19,6,2,2,,Samedi,D,2,2,,,,,,,,,,,,,,,
42172,1995,19941022,14,21,24,4,0,,Samedi,H,4,0,,,,,,,,,,,,,,,
42177,1995,19941022,14,26,10,4,1,,Samedi,H,4,1,,,,,,,,,,,,,,,
42174,1995,19941022,14,32,33,0,4,,Samedi,A,0,4,,,,,,,,,,,,,,,
42178,1995,19941022,14,35,22,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42171,1995,19941022,14,37,31,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42175,1995,19941022,14,38,11,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42173,1995,19941022,14,39,28,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42180,1995,19941023,14,29,5,1,1,,Dimanche,D,1,1,,,,,,,,,,,,,,,
42195,1995,19941105,16,19,24,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42193,1995,19941105,16,21,28,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42192,1995,19941105,16,26,33,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42199,1995,19941105,16,29,22,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42191,1995,19941105,16,31,27,3,1,,Samedi,H,3,1,,,,,,,,,,,,,,,
42197,1995,19941105,16,35,32,3,1,,Samedi,H,3,1,,,,,,,,,,,,,,,
42198,1995,19941105,16,37,6,1,3,,Samedi,A,1,3,,,,,,,,,,,,,,,
42196,1995,19941105,16,38,10,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42194,1995,19941105,16,39,11,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42200,1995,19941106,16,7,5,3,1,,Dimanche,H,3,1,,,,,,,,,,,,,,,
42201,1995,19941108,17,22,38,1,0,,Mardi,H,1,0,,,,,,,,,,,,,,,
42206,1995,19941109,17,5,19,1,1,,Mercredi,D,1,1,,,,,,,,,,,,,,,
42205,1995,19941109,17,6,39,0,1,,Mercredi,A,0,1,,,,,,,,,,,,,,,
42207,1995,19941109,17,10,7,4,2,,Mercredi,H,4,2,,,,,,,,,,,,,,,
42203,1995,19941109,17,24,37,4,0,,Mercredi,H,4,0,,,,,,,,,,,,,,,
42204,1995,19941109,17,27,21,3,1,,Mercredi,H,3,1,,,,,,,,,,,,,,,
42202,1995,19941109,17,33,35,2,1,,Mercredi,H,2,1,,,,,,,,,,,,,,,
42209,1995,19941110,17,11,29,3,0,,Jeudi,H,3,0,,,,,,,,,,,,,,,
42208,1995,19941110,17,28,31,2,2,,Jeudi,D,2,2,,,,,,,,,,,,,,,
42210,1995,19941110,17,32,26,1,1,,Jeudi,D,1,1,,,,,,,,,,,,,,,
42214,1995,19941119,18,7,22,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42420,1995,19941119,18,19,10,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42215,1995,19941119,18,21,5,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42216,1995,19941119,18,26,35,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42213,1995,19941119,18,28,11,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42218,1995,19941119,18,29,32,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42211,1995,19941119,18,31,6,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42217,1995,19941119,18,37,27,4,2,,Samedi,H,4,2,,,,,,,,,,,,,,,
42212,1995,19941119,18,38,33,1,3,,Samedi,A,1,3,,,,,,,,,,,,,,,
42219,1995,19941120,18,39,24,1,0,,Dimanche,H,1,0,,,,,,,,,,,,,,,
42222,1995,19941126,19,5,37,4,0,,Samedi,H,4,0,,,,,,,,,,,,,,,
42227,1995,19941126,19,6,28,0,2,,Samedi,A,0,2,,,,,,,,,,,,,,,
42224,1995,19941126,19,10,21,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42228,1995,19941126,19,22,19,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42221,1995,19941126,19,24,26,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42223,1995,19941126,19,27,39,3,2,,Samedi,H,3,2,,,,,,,,,,,,,,,
42226,1995,19941126,19,32,38,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42220,1995,19941126,19,33,7,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42225,1995,19941126,19,35,29,2,2,,Samedi,D,2,2,,,,,,,,,,,,,,,
42229,1995,19941127,19,11,31,0,1,,Dimanche,A,0,1,,,,,,,,,,,,,,,
42230,1995,19941201,20,38,26,3,0,,Jeudi,H,3,0,,,,,,,,,,,,,,,
42236,1995,19941202,20,7,29,2,0,,Vendredi,H,2,0,,,,,,,,,,,,,,,
42234,1995,19941202,20,11,10,1,0,,Vendredi,H,1,0,,,,,,,,,,,,,,,
42238,1995,19941202,20,19,35,4,0,,Vendredi,H,4,0,,,,,,,,,,,,,,,
42233,1995,19941202,20,21,33,1,2,,Vendredi,A,1,2,,,,,,,,,,,,,,,
42235,1995,19941202,20,28,24,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42232,1995,19941202,20,31,5,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42239,1995,19941202,20,37,32,0,1,,Vendredi,A,0,1,,,,,,,,,,,,,,,
42237,1995,19941202,20,39,22,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42231,1995,19941208,20,6,27,0,3,,Jeudi,A,0,3,,,,,,,,,,,,,,,
42244,1995,19941217,21,5,28,2,2,,Samedi,D,2,2,,,,,,,,,,,,,,,
42241,1995,19941217,21,10,31,0,2,,Samedi,A,0,2,,,,,,,,,,,,,,,
42248,1995,19941217,21,22,37,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42242,1995,19941217,21,24,6,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42240,1995,19941217,21,26,7,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42243,1995,19941217,21,27,11,3,2,,Samedi,H,3,2,,,,,,,,,,,,,,,
42246,1995,19941217,21,29,38,3,2,,Samedi,H,3,2,,,,,,,,,,,,,,,
42247,1995,19941217,21,32,19,0,2,,Samedi,A,0,2,,,,,,,,,,,,,,,
42245,1995,19941217,21,35,21,0,1,,Samedi,A,0,1,,,,,,,,,,,,,,,
42255,1995,19950107,22,6,5,0,1,,Samedi,A,0,1,,,,,,,,,,,,,,,
42254,1995,19950107,22,7,35,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42253,1995,19950107,22,11,32,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42258,1995,19950107,22,19,26,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42256,1995,19950107,22,21,29,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42259,1995,19950107,22,28,10,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42252,1995,19950107,22,31,22,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42257,1995,19950107,22,39,38,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42263,1995,19950121,23,5,27,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42268,1995,19950121,23,10,6,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42267,1995,19950121,23,22,28,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42262,1995,19950121,23,24,11,3,1,,Samedi,H,3,1,,,,,,,,,,,,,,,
42266,1995,19950121,23,29,19,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42265,1995,19950121,23,32,39,3,4,,Samedi,A,3,4,,,,,,,,,,,,,,,
42264,1995,19950121,23,38,7,2,1,,Samedi,H,4,1,,,,,,,,,,,,,,,
42278,1995,19950128,24,6,22,3,1,,Samedi,H,3,1,,,,,,,,,,,,,,,
42273,1995,19950128,24,11,7,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42274,1995,19950128,24,21,32,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42272,1995,19950128,24,24,5,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42276,1995,19950128,24,27,10,4,0,,Samedi,H,4,0,,,,,,,,,,,,,,,
42277,1995,19950128,24,37,26,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42275,1995,19950128,24,39,35,2,2,,Samedi,D,2,2,,,,,,,,,,,,,,,
42279,1995,19950129,24,28,33,2,1,,Dimanche,H,2,1,,,,,,,,,,,,,,,
42271,1995,19950201,24,19,38,2,0,,Mercredi,H,2,0,,,,,,,,,,,,,,,
42270,1995,19950201,24,31,29,3,2,,Mercredi,H,3,2,,,,,,,,,,,,,,,
42250,1995,19950201,24,37,33,1,2,,Mercredi,A,1,2,,,,,,,,,,,,,,,
42269,1995,19950204,24,35,37,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42280,1995,19950207,25,32,28,3,1,,Mardi,H,3,1,,,,,,,,,,,,,,,
42284,1995,19950208,25,5,11,3,0,,Mercredi,H,3,0,,,,,,,,,,,,,,,
42287,1995,19950208,25,7,19,0,1,,Mercredi,A,0,1,,,,,,,,,,,,,,,
42283,1995,19950208,25,10,24,0,1,,Mercredi,A,0,1,,,,,,,,,,,,,,,
42288,1995,19950208,25,22,27,1,0,,Mercredi,H,1,0,,,,,,,,,,,,,,,
42286,1995,19950208,25,26,39,0,0,,Mercredi,D,0,0,,,,,,,,,,,,,,,
42289,1995,19950208,25,29,37,1,0,,Mercredi,H,1,0,,,,,,,,,,,,,,,
42282,1995,19950208,25,33,6,3,0,,Mercredi,H,3,0,,,,,,,,,,,,,,,
42281,1995,19950208,25,35,31,1,1,,Mercredi,D,1,1,,,,,,,,,,,,,,,
42285,1995,19950208,25,38,21,1,2,,Mercredi,A,1,2,,,,,,,,,,,,,,,
42292,1995,19950211,26,5,10,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42297,1995,19950211,26,6,32,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42293,1995,19950211,26,11,35,0,1,,Samedi,A,0,1,,,,,,,,,,,,,,,
42290,1995,19950211,26,24,22,3,1,,Samedi,H,3,1,,,,,,,,,,,,,,,
42291,1995,19950211,26,27,33,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42294,1995,19950211,26,28,19,1,2,,Samedi,A,1,2,,,,,,,,,,,,,,,
42296,1995,19950211,26,37,38,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42295,1995,19950211,26,39,29,0,0,,Samedi,D,0,0,,,,,,,,,,,,,,,
42298,1995,19950212,26,21,7,2,1,,Dimanche,H,2,1,,,,,,,,,,,,,,,
42299,1995,19950218,26,31,26,3,0,,Samedi,H,3,0,,,,,,,,,,,,,,,
42301,1995,19950223,27,33,24,4,1,,Jeudi,H,4,1,,,,,,,,,,,,,,,
42300,1995,19950223,27,38,31,1,1,,Jeudi,D,1,1,,,,,,,,,,,,,,,
42305,1995,19950224,27,7,37,2,1,,Vendredi,H,2,1,,,,,,,,,,,,,,,
42306,1995,19950224,27,10,39,4,0,,Vendredi,H,4,0,,,,,,,,,,,,,,,
42302,1995,19950224,27,19,21,2,3,,Vendredi,A,2,3,,,,,,,,,,,,,,,
42303,1995,19950224,27,22,5,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42304,1995,19950224,27,26,11,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42309,1995,19950224,27,29,6,0,0,,Vendredi,D,0,0,,,,,,,,,,,,,,,
42307,1995,19950224,27,32,27,1,0,,Vendredi,H,1,0,,,,,,,,,,,,,,,
42308,1995,19950224,27,35,28,1,3,,Vendredi,A,1,3,,,,,,,,,,,,,,,
42318,1995,19950304,28,6,26,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42319,1995,19950304,28,10,22,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42313,1995,19950304,28,11,21,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42312,1995,19950304,28,24,38,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42316,1995,19950304,28,27,35,1,0,,Samedi,H,1,0,,,,,,,,,,,,,,,
42317,1995,19950304,28,28,29,2,0,,Samedi,H,2,0,,,,,,,,,,,,,,,
42310,1995,19950304,28,31,32,2,1,,Samedi,H,2,1,,,,,,,,,,,,,,,
42314,1995,19950304,28,37,19,0,1,,Samedi,A,0,1,,,,,,,,,,,,,,,
42315,1995,19950304,28,39,7,1,1,,Samedi,D,1,1,,,,,,,,,,,,,,,
42329,1995,19950309,29,32,24,1,2,,Jeudi,A,1,2,,,,,,,,,,,,,,,
42320,1995,19950310,29,7,31,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42321,1995,19950310,29,21,37,1,0,,Vendredi,H,1,0,,,,,,,,,,,,,,,
42322,1995,19950310,29,22,11,0,3,,Vendredi,A,0,3,,,,,,,,,,,,,,,
42325,1995,19950310,29,26,28,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42324,1995,19950310,29,29,27,2,0,,Vendredi,H,2,0,,,,,,,,,,,,,,,
42326,1995,19950310,29,35,6,2,2,,Vendredi,D,2,2,,,,,,,,,,,,,,,
42323,1995,19950310,29,38,5,1,1,,Vendredi,D,1,1,,,,,,,,,,,,,,,
42328,1995,19950313,29,19,39,1,0,,Lundi,H,1,0,,,,,,,,,,,,,,,
42334,1995,19950322,30,5,35,2,2,,Mercredi,D,2,2,,,,,,,,,,,,,,,
42337,1995,19950322,30,6,38,2,1,,Mercredi,H,2,1,,,,,,,,,,,,,,,
42338,1995,19950322,30,10,32,0,0,,Mercredi,D,0,0,,,,,,,,,,,,,,,
42333,1995,19950322,30,11,37,0,0,,Mercredi,D,0,0,,,,,,,,,,,,,,,
42332,1995,19950322,30,22,33,1,0,,Mercredi,H,1,0,,,,,,,,,,,,,,,
42331,1995,19950322,30,24,29,2,1,,Mercredi,H,2,1,,,,,,,,,,,,,,,
42336,1995,19950322,30,27,26,0,0,,Mercredi,D,0,0,,,,,,,,,,,,,,,
42335,1995,19950322,30,28,7,6,3,,Mercredi,H,6,3,,,,,,,,,,,,,,,
42330,1995,19950322,30,31,19,3,2,,Mercredi,H,3,2,,,,,,,,,,,,,,,
